2	1.42013	0.00961001
4	0.753566	0.081868
8	0.868307	0.155025
16	0.931855	0.142002
32	0.914506	0.0723563
64	1.08802	0.0507036
128	1.01626	0.0359696
256	0.967077	0.0282957
512	0.970818	0.0196215
1024	0.998506	0.0134962
2048	1.0059	0.00949242
4096	1.00114	0.00673752
8192	0.996433	0.00480235
16384	0.997109	0.00337749
32768	1.00137	0.00237974
65536	1.00029	0.00167855
131072	0.99926	0.00118805
262144	0.999094	0.000841397
524288	1.00021	0.000594026
1048576	1.0001	0.000420303
